DATAFLOW,LAST UPDATE,freq,unit,coicop18,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2014-06,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2014-07,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2014-08,0.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2014-09,0.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2014-10,0.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2014-11,0.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2014-12,0.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-01,-0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-02,0.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-03,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-04,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-05,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-06,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-07,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-08,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-09,0.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-10,0.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-11,0.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2015-12,0.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-01,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-02,0.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-03,-0.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-04,-0.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-05,-0.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-06,0.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-07,0.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-08,0.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-09,-0.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-10,0.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-11,0.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2016-12,0.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-01,0.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-02,0.9,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-03,0.9,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-04,1.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-05,0.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-06,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-07,1.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-08,1.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-09,1.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-10,1.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-11,1.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2017-12,0.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-01,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-02,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-03,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-04,0.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-05,1.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-06,1.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-07,0.9,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-08,0.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-09,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-10,0.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-11,0.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2018-12,0.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-01,1.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-02,1.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-03,1.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-04,0.9,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-05,0.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-06,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-07,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-08,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-09,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-10,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-11,0.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2019-12,0.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-01,0.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-02,0.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-03,0.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-04,-0.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-05,-0.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-06,0.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-07,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-08,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-09,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-10,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-11,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2020-12,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-01,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-02,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-03,0.9,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-04,1.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-05,1.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-06,1.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-07,1.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-08,1.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-09,2.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-10,3.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-11,3.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2021-12,3.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-01,4.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-02,5.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-03,6.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-04,7.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-05,8.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-06,9.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-07,9.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-08,9.9,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-09,11.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-10,11.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-11,9.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2022-12,9.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-01,8.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-02,8.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-03,7.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-04,5.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-05,2.9,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-06,2.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-07,3.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-08,2.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-09,0.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-10,-0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-11,0.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2023-12,0.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-01,1.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-02,0.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-03,0.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-04,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-05,2.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-06,1.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-07,1.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-08,1.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-09,1.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-10,1.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-11,1.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2024-12,1.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-01,1.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-02,2.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-03,1.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-04,1.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-05,1.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-06,1.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-07,2.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-08,1.9,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-09,2.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-10,2.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-11,2.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2025-12,1.9,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2026-01,0.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2026-02,0.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,Denmark,2026-03,1.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2000-12,4.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-01,3.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-02,3.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-03,3.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-04,4.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-05,4.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-06,4.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-07,3.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-08,3.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-09,3.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-10,3.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-11,3.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2001-12,3.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-01,3.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-02,3.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-03,3.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-04,3.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-05,2.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-06,2.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-07,2.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-08,2.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-09,2.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-10,2.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-11,2.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2002-12,2.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-01,2.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-02,2.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-03,2.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-04,2.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-05,2.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-06,2.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-07,2.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-08,2.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-09,2.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-10,2.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-11,2.4,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2003-12,2.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-01,2.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-02,2.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-03,2.0,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-04,2.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-05,2.8,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-06,2.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-07,2.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-08,2.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-09,2.5,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-10,2.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-11,2.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2004-12,2.6,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-01,2.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-02,2.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-03,2.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-04,2.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-05,2.1,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-06,2.2,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-07,2.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-08,2.3,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-09,2.7,,
ESTAT:PRC_HICP_MINR(1.0),30/04/26 11:00:00,Monthly,Annual rate of change,Total,European Union - 27 countries (from 2020),2005-10,2.6,,
